SessionId	ItemId	Time
13	1198	978202201
13	919	978202201
13	1204	978202201
13	1287	978202219
13	260	978202219
13	1259	978202246
13	590	978202246
13	1210	978202282
13	3479	978202283
13	1374	978202328
13	1127	978202328
13	480	978202328
13	2161	978202353
13	2370	978202417
14	3033	978200320
14	2920	978200528
14	2997	978200689
14	3578	978200828
14	2686	978200975
14	2692	978200975
14	2762	978201003
14	3081	978201003
14	2396	978201003
14	296	978201244
14	1263	978201280
15	1198	978196126
15	3421	978196170
15	1968	978196188
15	3178	978196210
15	2706	978196348
15	2826	978196348
15	2858	978196348
15	2707	978196389
15	2683	978196389
15	3155	978196389
15	3298	978196418
15	2694	978196418
15	3005	978196442
15	3113	978196499
15	3408	978196499
15	3578	978196546
15	3174	978196657
15	2490	978196741
15	3753	978196741
15	2394	978196775
15	2762	978196817
15	2396	978196817
15	2840	978196848
15	2841	978196848
15	3176	978196848
15	3798	978196866
15	110	978196933
15	2268	978196975
15	2000	978197004
15	2001	978197004
15	3624	978197054
15	2916	978197453
15	2006	978197453
15	318	978197830
15	527	978197830
15	50	978197842
15	2028	978197856
15	2571	978197870
15	1704	978197887
15	73	978197903
15	300	978197928
15	3147	978197971
15	457	978197971
15	3148	978197985
15	480	978197998
15	1487	978198011
15	628	978198040
15	364	978198062
15	1923	978198104
15	47	978198104
15	2501	978198125
15	524	978198150
15	356	978198169
15	1610	978198169
15	104	978198235
15	3256	978198236
15	6	978198250
15	3499	978198323
15	141	978198350
15	3723	978198394
15	805	978198420
15	1396	978198442
15	1672	978198442
15	1625	978198456
15	539	978198469
15	500	978198493
15	832	978198581
15	1527	978198581
15	1092	978198581
15	3108	978198616
15	344	978198640
15	553	978198649
15	2433	978198735
15	1370	978198772
15	1810	978198834
15	2567	978198847
15	1909	978198907
15	266	978198907
15	1193	978199279
15	593	978199279
15	1619	978211867
15	161	978212013
15	1213	978212141
15	1466	978212166
15	367	978212166
15	1805	978212185
15	1804	978212312
15	2389	978212352
15	1892	978212431
15	648	978212463
15	1422	978212463
15	1597	978212463
15	3489	978212591
15	1196	978212628
15	260	978212645
15	1210	978212663
15	3461	978212698
16	1269	978174240
16	1682	978174296
16	2572	978174414
16	2683	978174414
16	2699	978174414
16	2355	978174443
16	2975	978174443
16	2369	978174535
16	3175	978174568
16	2761	978174639
16	2581	978174695
17	1185	978158471
17	1193	978158471
17	2752	978158471
17	1614	978158471
17	1343	978158536
17	1270	978158536
17	1210	978158536
17	3510	978158656
17	3624	978158656
17	3578	978158656
17	1997	978158656
17	3745	978158656
17	3751	978158656
17	3793	978158689
17	3879	978158689
17	3300	978158689
17	3717	978158779
17	541	978158919
17	1284	978159013
17	913	978159013
17	1069	978159013
17	942	978159040
17	30	978159142
17	720	978159210
17	3713	978159210
17	527	978159210
17	318	978159234
17	593	978159289
17	50	978159289
17	2028	978159289
17	866	978159315
17	741	978159351
17	446	978159351
17	3114	978159386
17	296	978159386
17	1704	978159386
17	1213	978159386
17	110	978159386
17	589	978159435
17	2571	978159435
17	162	978159435
17	2762	978159467
17	2858	978159467
17	2396	978159467
17	3418	978159568
17	1408	978159642
17	590	978159683
17	34	978159683
17	2268	978159683
17	293	978159683
17	2355	978159683
17	2289	978159713
17	223	978159762
17	595	978159762
17	1610	978159762
17	1265	978159784
17	428	978159784
17	300	978159815
17	235	978159815
17	2501	978159815
17	3006	978159859
17	1923	978159859
17	457	978159859
17	319	978159896
17	356	978159896
17	247	978159989
17	3147	978159989
17	3148	978159989
17	628	978159989
17	480	978160075
17	3246	978160129
17	1594	978160129
17	1179	978160157
17	1748	978160157
17	1358	978160178
17	2912	978160228
17	1527	978160260
17	454	978160260
17	163	978160304
17	2321	978160304
17	529	978160304
17	1635	978160304
17	3267	978160304
17	2282	978160337
17	3256	978160337
17	1729	978160337
17	2542	978160337
17	1196	978160436
17	260	978160436
17	1200	978160436
17	2010	978160436
17	1214	978160436
17	2660	978160437
17	3417	978160437
17	3503	978160490
17	1274	978160490
17	750	978160490
17	3471	978160490
17	924	978160490
17	32	978160490
17	1206	978160490
17	1240	978160490
17	3527	978160546
17	2664	978160546
17	3703	978160546
17	2916	978160546
17	1215	978160546
17	2529	978160546
17	2553	978160616
17	1253	978160616
17	1921	978160616
17	3576	978160616
17	2288	978160616
17	1127	978160616
17	1584	978160616
17	2662	978160680
17	198	978160680
17	2287	978160680
17	1077	978160680
17	2527	978160680
17	1653	978160680
17	1301	978160680
17	2117	978160680
17	2661	978160739
17	3658	978160739
17	968	978160739
17	2455	978160739
17	3699	978160739
17	2140	978160792
17	1356	978160792
17	1374	978160792
17	1376	978160792
17	3700	978160792
17	1129	978160792
17	3175	978160792
17	1909	978160848
17	3701	978160848
17	2901	978160848
17	3704	978160848
17	2407	978160848
17	3070	978160848
17	2640	978160887
17	3375	978160887
17	2093	978160887
17	76	978160887
17	3827	978160887
17	2046	978160887
17	2657	978160933
17	2011	978160933
17	1580	978160933
17	2105	978160933
17	3927	978160933
17	2985	978160933
17	3033	978160993
17	1019	978160993
17	780	978160993
17	3156	978160993
17	2377	978160993
17	610	978160993
17	2021	978160993
17	2116	978160993
17	316	978161068
17	2311	978161068
17	2173	978161068
17	164	978161166
18	902	978152203
18	2375	978152203
18	2616	978152203
18	2140	978152454
18	260	978152454
18	2797	978152454
18	1073	978152454
18	1097	978152454
18	2087	978152486
18	2161	978152486
18	367	978152486
18	2021	978152486
18	2100	978152486
18	2628	978152515
18	1967	978152515
18	2005	978152515
18	2872	978152515
18	2143	978152573
18	1702	978152573
18	2622	978152574
18	3489	978152574
18	1654	978152596
18	1196	978152973
18	1198	978152973
18	2019	978152973
18	110	978152973
18	2028	978152973
18	1201	978152999
18	1242	978152999
18	1291	978153033
18	1387	978153033
18	1200	978153033
18	969	978153033
18	589	978153053
18	2947	978153076
18	1210	978153076
18	3703	978153104
18	3578	978153104
18	1240	978153104
18	3793	978153146
18	1408	978153146
18	3635	978153146
18	3639	978153146
18	2000	978153146
18	2951	978153146
18	2948	978153170
18	1215	978153170
18	2993	978153192
18	555	978153192
18	592	978153219
18	3633	978153219
18	1275	978153241
18	163	978153303
18	1580	978153303
18	2115	978153303
18	1527	978153329
18	2989	978153344
18	10	978153344
18	648	978153370
18	2167	978153370
18	353	978153426
18	2414	978153453
18	2370	978153453
18	2193	978153476
18	2105	978153476
18	3704	978153493
18	292	978153513
18	2826	978153540
18	2002	978153557
18	288	978153612
18	1378	978153683
18	44	978153795
18	1617	978154270
18	2987	978154285
18	1274	978154332
18	1259	978154361
18	1197	978154361
18	919	978154361
18	590	978154388
18	3479	978154409
18	3494	978154433
18	940	978154433
18	3175	978154433
18	2116	978154452
18	421	978154467
18	3269	978154505
18	158	978154534
18	1587	978154534
18	1	978154768
18	588	978154798
18	2137	978154798
18	2139	978154798
18	2080	978154798
18	364	978154798
18	2355	978154798
18	3751	978154798
18	1688	978154834
18	594	978154834
18	595	978154834
18	596	978154834
18	2078	978154834
18	1282	978154834
18	3034	978154834
18	741	978154907
18	2085	978154907
18	2096	978154907
18	1022	978154907
18	1032	978154907
18	2018	978154907
18	2394	978154907
18	2081	978154931
18	1029	978154931
18	2294	978154931
18	1907	978154962
18	313	978154962
18	1025	978154962
18	2089	978154982
18	2090	978154982
18	1033	978154982
18	616	978155020
18	2141	978155039
18	48	978155072
18	3396	978155165
18	262	978155186
18	1028	978155186
18	34	978155186
18	3397	978155207
18	531	978155207
18	551	978155207
18	586	978155233
18	3398	978155234
18	2083	978155293
18	2082	978155318
18	3399	978155339
18	50	978155510
18	1234	978155529
18	296	978155542
18	1500	978155654
18	1089	978155654
18	2542	978155706
18	1396	978155721
18	2764	978155766
18	2194	978155766
18	1711	978155816
18	1805	978155816
18	3247	978155837
18	1873	978156055
18	527	978156146
18	1193	978156168
18	2858	978156168
18	1207	978156168
18	1411	978156232
18	2686	978156368
18	2248	978156430
18	920	978156444
18	1956	978156476
18	2336	978156489
18	17	978156535
18	1960	978156549
18	1246	978156549
18	1682	978156582
18	1968	978156582
18	1094	978156595
18	1962	978156664
18	2959	978156664
18	2291	978156714
18	1678	978156714
18	3260	978156726
18	778	978156753
18	2268	978156753
18	232	978156766
18	2020	978156773
18	1185	978156822
18	2739	978156836
18	1784	978156849
18	1357	978156876
18	3255	978156876
18	3108	978156893
18	3252	978156893
18	302	978156954
18	1639	978156954
18	412	978156986
18	1271	978156999
18	1643	978157031
18	1721	978157031
18	475	978157031
18	2573	978157068
18	249	978157082
18	3723	978157195
18	261	978157259
18	3448	978157295
18	838	978157335
19	593	978146713
19	1210	978146747
19	1196	978146799
19	1198	978146799
19	1197	978146863
19	2692	978146863
19	2028	978146863
19	1277	978146882
19	2991	978146910
19	2993	978146910
19	2366	978146910
19	3635	978146939
19	2947	978146939
19	2948	978146939
19	2949	978146939
19	2571	978146984
19	1291	978146984
19	3624	978146984
19	3639	978146984
19	3633	978147017
19	3638	978147060
19	2989	978147099
19	2001	978147099
19	10	978147137
19	1370	978147137
19	377	978147137
19	1220	978147137
19	2376	978147165
19	1580	978147192
19	733	978147210
19	3527	978147210
19	1372	978147232
19	1261	978147253
19	165	978147253
19	380	978147271
19	3082	978147292
19	3744	978147373
19	3717	978147410
19	3114	978147462
19	1259	978147476
19	1722	978299479
19	1909	978299520
19	1356	978299588
19	329	978299588
19	1374	978299588
19	2321	978299636
19	1918	978299673
19	2000	978299673
19	2002	978299673
19	420	978299698
19	1036	978299725
19	3793	978299772
19	1682	978299817
19	1772	978299844
19	3596	978299860
19	2694	978299903
19	2716	978299947
19	2717	978299947
19	2622	978300144
19	1407	978300170
19	2841	978300188
19	2860	978554075
19	47	978554124
19	2700	978554164
19	1307	978554335
19	17	978554393
19	3863	978554522
19	1350	978554892
19	1258	978555104
19	2638	978555104
19	2648	978555104
19	1219	978555104
19	1387	978555141
19	1997	978555141
19	1994	978555173
19	1321	978555222
19	2644	978555222
19	1982	978555258
19	2746	978555317
19	3081	978555317
19	1645	978555360
19	1339	978555441
19	330	978555441
19	2454	978555517
19	1756	978555553
19	3264	978555553
19	858	978555606
19	110	978555662
19	592	978555732
19	940	978555732
19	919	978555814
19	2987	978555881
19	1073	978555881
19	3461	978555914
19	720	978555994
19	1	978555994
19	2139	978556036
19	2087	978556036
19	588	978556083
19	2355	978556083
19	596	978556129
19	2080	978556129
19	2085	978556129
19	2687	978556129
19	1029	978556129
19	2394	978556129
19	2078	978556177
19	2324	978556331
19	1278	978556399
19	2599	978556779
19	1188	978556835
19	356	978556909
19	2423	978556909
19	1265	978556955
19	1206	978557204
19	1270	978557301
19	1573	978557492
19	2976	978850058
19	2762	979427947
19	2707	979428881
19	2683	979428881
19	2959	979429125
19	3510	979429182
19	785	979429334
19	3174	979429390
19	3752	979429390
19	2502	979429593
19	1215	980824980
19	111	982125019
19	32	982190271
19	2918	982190563
19	480	982190693
19	589	982190992
19	2858	982210072
19	2836	982295349
19	1961	982381393
19	1148	982381689
19	1193	982730936
19	3948	983074230
19	223	983074267
19	1275	983124158
20	2028	978143106
20	1617	978143181
20	47	978143306
20	3578	978143344
20	648	978143369
20	70	978143369
20	589	978143508
20	1912	978143508
20	2571	978143508
20	457	978143508
20	110	978143508
20	1923	978143576
20	2858	1009669071
20	2641	1009669115
20	3753	1009669116
20	3527	1009669181
20	1527	1009669181
21	3704	978138977
21	1210	978138977
21	2700	978139382
21	3000	978139382
22	1196	978134004
22	1214	978134073
22	111	978134073
22	3578	978134462
22	771	978134623
22	1136	978134725
22	1394	978134744
22	2858	978134744
22	2997	978134761
22	1288	978134875
22	1080	978134875
22	2324	978134977
22	2918	978134977
22	671	978134995
22	2139	978135126
22	1282	978135153
22	2987	978135175
22	2138	978135175
22	610	978135175
22	2189	978135226
22	2141	978135265
22	318	978135389
22	858	978135406
22	1225	978135474
22	608	978135545
22	1247	978135568
22	110	978135627
22	1358	978135688
22	1259	978135723
22	2348	978135723
22	1222	978135755
22	1253	978135771
22	1673	978135833
22	32	978135925
22	2291	978135925
22	16	978135979
22	3526	978136083
22	1748	978136335
22	1089	978136426
22	1200	978136441
22	2762	978136462
22	1240	978136462
22	2391	978136512
22	1036	978136553
22	47	978136641
22	1047	978136641
22	1921	978136684
22	1573	978136751
22	543	978136804
22	1205	978136836
22	70	978136888
22	95	978136903
22	3661	978137099
22	3868	978137282
22	3869	978137282
22	2265	978152648
22	1967	978152714
22	3253	978152743
22	2064	978152904
22	1270	978152904
22	2716	978152972
22	2791	978152972
22	2795	978152994
22	3608	978153018
22	2174	978153018
22	1261	978153115
22	3033	978153139
22	2746	978153139
22	2072	978153321
22	1265	978153499
22	2395	978153553
22	1517	978153593
22	81	978153669
22	223	978153710
22	3809	978153710
