user_id,item_id
9,1856
9,2331
9,3265
9,2094
9,605
9,2836
9,3089
9,3022
9,1049
9,2431
9,1003
9,807
9,1043
9,517
9,1078
9,1998
9,2691
9,1136
9,1113
9,1134
9,2766
9,1145
9,1059
9,952
9,1060
9,953
9,106
9,560
9,1121
9,2580
9,842
9,2386
9,1137
9,2655
9,910
9,2926
9,561
9,2032
9,2537
9,814
9,2747
9,3080
9,1238
9,2020
9,3261
9,1464
9,140
9,1723
9,1114
9,2839
9,2978
9,1370
9,2193
9,719
9,2528
9,1
9,841
9,1112
9,2050
9,2739
9,1150
9,345
9,957
9,3064
9,1821
9,1671
9,802
9,337
9,1096
9,1801
9,2220
9,3288
9,3311
9,1990
9,565
9,2749
9,1074
9,2473
9,349
9,1761
9,559
9,808
9,609
9,61
9,2188
9,2889
9,831
9,2610
9,1235
9,2539
9,803
9,806
9,515
9,1435
9,563
9,976
9,1100
9,961
9,1086
9,2000
9,2017
9,3001
9,1691
9,2881
9,1645
9,298
9,2336
9,859
9,2738
9,1190
9,1993
9,2066
9,562
9,1799
9,1895
9,851
9,1724
9,2983
9,2293
9,7
9,901
9,1726
9,1858
9,2626
9,1189
9,1065
9,1836
9,1741
9,1802
9,2693
9,907
9,2088
9,1734
9,2165
9,3106
9,973
9,567
9,1735
9,2297
9,1882
9,1207
9,1647
9,1204
9,2415
9,3502
9,2821
9,914
9,1264
9,3393
9,3189
9,913
9,924
9,1738
9,299
9,701
9,2893
9,1516
9,275
9,2148
9,1832
9,1811
9,519
9,239
9,3107
9,2725
9,2118
9,1767
9,1764
9,1830
9,1458
9,988
9,1815
9,310
9,2126
9,1854
9,898
9,2131
9,1418
9,826
9,1212
9,325
9,1367
9,1775
9,997
9,1728
9,1768
9,411
9,1203
9,332
9,989
9,1725
9,1236
9,1814
9,1770
9,2013
9,2119
9,737
9,268
9,234
9,3396
9,2189
9,1376
9,1857
9,48
9,2070
9,198
9,1472
9,2439
9,691
9,1683
9,518
9,193
9,1373
9,2494
9,2100
9,1793
9,496
9,3522
9,786
9,1108
9,1042
9,2091
9,787
9,1846
9,3258
9,1829
9,338
9,1129
9,790
9,320
9,938
9,1172
9,2760
9,246
9,1041
9,2257
9,991
9,1374
9,970
9,1208
9,2822
9,1206
9,32
9,1045
9,2627
9,2102
9,2314
9,993
9,1732
9,2
9,3075
9,891
9,348
9,2466
9,948
9,1861
9,3096
9,1914
9,1744
9,1826
9,1436
9,804
9,998
9,1532
9,1068
9,674
9,2279
9,1070
9,300
9,657
9,2093
9,792
9,1685
9,1817
9,678
9,1083
9,905
9,917
9,1077
9,2970
9,1135
9,503
9,904
9,1808
9,2387
9,2190
9,1564
9,3191
9,261
9,2688
9,3060
9,566
9,1482
9,2365
9,1955
10,1043
10,300
10,564
10,50
10,2523
10,576
10,1482
10,2757
10,878
10,1191
10,962
10,3031
10,2431
10,690
10,699
10,1532
10,519
10,2265
10,2025
10,1034
10,1647
10,2809
10,2798
10,938
10,326
10,2618
10,456
10,1640
10,2000
10,2825
10,457
10,1358
10,1479
10,2655
10,232
10,1058
10,1346
10,1981
10,2473
10,1224
10,998
10,1087
10,953
10,1131
10,2580
10,2460
10,2435
10,337
10,1895
10,1042
10,3061
10,3206
10,1830
10,2779
10,2464
10,3393
10,2415
10,101
10,1527
10,1499
10,1513
10,614
10,2229
10,2356
10,314
10,206
10,87
10,1797
11,1042
11,1134
11,1165
11,1041
11,279
11,970
11,300
11,503
11,564
11,1751
11,50
11,2257
11,2358
11,106
11,561
11,1189
11,1333
11,1204
11,1370
11,701
11,310
11,669
11,1344
11,1105
11,1043
11,807
11,1049
11,1130
11,246
11,1102
11,562
11,1055
11,3087
11,1206
11,991
11,456
11,1882
11,2065
11,1767
11,397
12,1043
12,3034
12,1692
12,2825
12,2376
12,2494
12,2523
12,2377
12,2356
12,2804
12,2927
12,2366
12,2662
12,2765
12,3022
12,3179
12,2821
12,2182
12,3340
12,2089
12,2431
12,2091
12,2506
12,2507
12,2823
12,3382
12,106
12,1970
12,1723
12,1724
12,3221
12,2578
12,1729
12,300
12,503
12,50
12,1751
12,2257
12,1482
12,72
12,283
12,2797
12,433
12,2798
12,456
12,1301
12,593
12,345
12,1647
12,47
12,2193
12,500
12,337
12,1399
12,101
12,2890
12,6
12,3105
12,133
12,3311
12,722
12,1226
12,1454
12,1412
12,515
12,476
12,739
12,1333
12,965
12,2760
12,325
12,528
12,2128
12,1202
12,1550
12,2253
12,1634
12,252
12,1039
12,564
12,1407
12,151
12,1058
12,1284
12,348
12,1546
12,1545
12,2084
12,1619
12,605
12,1248
12,1387
12,3096
12,1041
12,246
12,1055
12,3071
12,1836
12,3116
13,1031
13,1039
13,2421
13,1403
13,1176
13,1113
13,1055
13,3116
13,3221
13,3179
13,1720
13,3333
13,3338
13,3377
13,3458
13,2929
13,3306
13,517
13,1127
13,801
13,946
13,830
13,30
13,657
13,3302
13,503
13,300
13,564
13,50
13,1751
13,764
13,671
13,422
13,2766
13,279
13,1482
13,1058
13,106
13,561
13,2257
13,152
13,2431
13,2523
13,2091
13,3031
13,1235
13,562
13,34
13,1970
13,276
13,2050
13,1988
13,212
13,566
13,1399
13,1108
13,404
13,283
13,223
13,2193
13,2663
13,1647
13,433
13,301
13,337
13,233
13,2797
13,2798
13,593
13,456
13,2880
13,1384
13,1026
13,1509
13,1191
13,2574
13,1333
13,430
13,153
13,2017
13,505
13,1419
13,2901
13,1981
13,2890
13,1496
13,2232
13,1041
13,246
13,1045
13,1733
13,1059
13,2334
13,3030
13,3109
13,1117
13,678
13,3080
13,812
13,32
13,1051
13,1083
13,3133
13,2338
13,3292
13,2578
13,1060
13,2220
13,2242
13,1096
13,1645
13,3177
13,1987
13,991
13,1374
13,2336
13,188
13,1986
13,950
13,2218
13,1435
13,1144
13,1838
13,2335
13,3250
13,856
13,2150
13,3288
13,1861
13,1189
13,1206
13,1208
13,3289
13,993
13,2822
13,1634
13,3290
13,2564
13,3293
13,2102
13,2723
13,2314
13,2993
13,1814
13,75
13,3410
13,1767
13,2331
13,1734
13,1370
13,1826
13,3501
13,2643
13,2687
13,901
13,701
13,2805
13,2072
13,578
13,1744
13,1837
13,298
13,2008
13,1894
13,154
13,1406
13,645
14,790
14,2070
14,2292
14,1861
14,246
14,2466
14,948
14,970
14,1808
14,1882
14,348
14,1744
14,1821
14,2303
14,1691
14,1728
14,2537
14,1864
14,1480
14,2297
14,3096
14,1436
14,1041
14,1043
14,1742
14,106
14,1751
14,1046
14,1085
14,1134
14,1217
14,1045
14,857
14,561
14,2609
14,1055
14,3292
14,3179
14,1083
14,3377
14,1235
14,3230
14,3234
14,1723
14,2613
14,2610
14,1060
14,2651
14,530
14,563
14,3228
14,1118
14,153
14,1370
14,1836
14,1333
14,2647
14,10
14,605
14,1888
14,334
14,2109
14,2065
14,1914
14,1826
14,3293
14,275
14,2494
14,1725
14,271
14,1210
14,44
14,1406
14,2645
14,1117
14,1102
14,1042
14,807
14,562
14,3087
14,3100
14,828
14,2822
14,1837
14,397
14,2903
14,148
14,1377
14,1
14,560
14,1858
14,1860
14,1801
14,345
14,2050
14,3338
14,1470
14,565
14,566
14,567
14,1799
14,1125
14,2688
14,671
14,1806
14,1817
14,904
14,914
14,1741
14,2089
14,1802
14,911
14,1993
14,1633
14,295
14,907
14,1810
14,1811
14,915
14,584
14,1862
14,48
14,3011
14,248
14,910
14,34
14,3012
14,507
14,526
14,558
14,3013
14,1804
14,1803
14,3014
14,50
14,1078
14,279
14,1312
14,962
14,2232
14,1226
14,2433
14,1915
14,1484
14,1546
14,2881
14,1600
14,503
14,1039
14,2523
14,1052
14,1238
14,2358
14,1951
14,808
14,1680
14,2032
14,17
14,1684
14,1089
14,1464
14,1692
14,967
14,1686
14,2618
14,1990
14,1460
14,2894
14,699
14,1970
14,220
14,1743
14,1031
14,2409
14,1532
14,1190
14,2889
14,2760
14,2886
14,285
14,1421
14,388
14,1114
14,1425
14,1490
14,451
14,2259
14,235
14,3311
14,247
14,3061
14,744
14,26
14,1465
15,564
15,1055
15,1041
15,1043
15,1042
15,2364
15,1751
15,1120
15,2649
15,2651
15,2061
15,3230
15,2609
15,2610
15,2611
15,2257
15,1134
15,3221
15,3234
15,3228
15,3233
15,2647
15,1724
15,10
15,1202
15,358
15,1065
15,2071
15,1370
15,666
15,3133
15,1204
15,1104
15,155
15,361
15,2734
15,3332
15,3306
15,2766
15,1102
15,1491
15,1634
15,1189
15,310
15,1206
15,2017
15,1642
15,1723
15,1725
15,396
15,918
15,3377
15,1464
15,1525
15,3194
15,2366
15,2386
15,2387
15,2297
15,1234
15,2507
15,2525
15,47
15,2371
15,1150
15,17
15,3443
15,1183
15,1101
15,2312
15,2322
15,1064
15,1217
15,1720
15,1717
15,1157
15,2318
15,1706
15,2415
15,2733
15,1427
15,1172
15,311
15,2149
15,1516
15,2898
15,758
15,106
15,563
15,828
15,807
15,2645
15,948
15,3071
15,657
15,1
15,1860
15,1808
15,560
15,2050
15,567
15,1801
15,1806
15,2359
15,911
15,2089
15,1799
15,2020
15,1121
15,2279
15,1034
15,337
15,2118
15,1108
15,1051
15,1113
15,1367
15,2635
15,2431
15,2377
15,2356
15,2618
15,3116
15,706
15,2821
15,3339
15,2194
15,1060
15,107
15,32
15,2580
15,456
15,561
15,2523
15,2503
15,1685
15,1003
15,1039
15,3522
15,212
15,1118
15,300
15,1078
16,1041
16,1059
16,107
16,3179
16,695
16,998
16,1224
16,2523
16,2655
16,1131
16,953
16,2020
16,2580
16,622
16,1860
16,1125
16,2645
16,1859
16,578
16,1910
16,1862
16,300
16,758
16,1070
16,576
16,1090
16,106
16,1191
16,1102
16,2043
16,1067
16,1096
16,1455
16,32
16,1990
16,16
16,3132
16,1509
16,962
16,1045
16,2431
16,1083
16,2086
16,918
16,47
16,928
16,1645
16,1367
16,519
16,1050
16,69
16,93
16,3253
16,3448
16,3449
16,1967
16,1691
16,2887
16,1785
16,1113
16,2386
16,2460
16,2464
16,3206
16,1895
16,1104
16,2687
16,2415
16,1793
16,1108
16,2090
16,1325
16,80
16,212
16,3393
16,1508
16,2821
16,349
16,361
16,1499
16,2706
16,170
16,1060
16,557
16,705
16,508
16,1221
16,1952
16,731
16,561
16,2578
16,1374
16,1458
16,1717
16,3491
16,3252
16,2232
16,1543
16,2809
16,405
16,1916
16,530
16,666
16,461
16,1882
16,1914
16,1728
16,991
16,625
16,1043
16,1134
16,1611
16,1767
16,3133
16,1734
16,3287
16,916
16,796
16,798
17,186
17,564
17,1092
17,2658
17,2523
17,3179
17,1881
17,2610
17,3377
17,526
17,3370
17,2331
17,605
17,69
17,3526
17,246
17,948
17,970
17,1895
17,2466
17,2627
17,1821
17,1775
17,758
17,279
17,50
17,576
17,1066
17,3048
17,2396
17,2364
17,1677
17,2899
17,1078
17,764
17,962
17,2579
17,469
17,1637
17,2756
17,1312
17,2643
17,1723
17,2232
17,1785
17,657
17,1
17,1068
17,561
17,1041
17,678
17,1083
17,3080
17,2578
17,517
17,950
17,3288
17,456
17,3133
17,1689
17,3177
17,1509
17,32
17,991
17,1060
17,2150
17,1333
17,3289
17,2564
17,1370
17,2314
17,1208
17,856
17,578
17,2218
17,1189
17,188
17,993
17,1367
17,2149
17,2303
17,1226
17,2280
17,701
17,1734
17,3356
17,2008
17,2219
17,1149
17,2686
17,1732
17,1472
17,1735
17,3287
17,624
17,3233
17,2655
17,1108
17,1988
17,2279
17,21
17,39
17,3393
17,1325
17,45
17,2090
17,2760
17,51
17,1829
17,2431
17,1063
17,1110
17,918
17,1717
17,1412
17,3111
17,16
17,358
17,3116
17,799
17,1101
17,1049
17,1067
17,1682
17,2382
17,2706
17,3328
17,1869
17,2293
18,1692
18,345
18,1224
18,1113
18,1102
18,1131
18,2460
18,952
18,1065
18,1150
18,3037
18,3132
18,2464
18,2756
18,1951
18,3157
18,2047
18,2466
18,1865
18,1802
18,2693
18,2577
18,1445
18,1946
18,1999
18,2101
18,2852
18,3061
18,1948
18,2102
18,1821
18,1866
18,1682
18,2981
18,1785
18,1042
18,2386
18,2580
18,2725
18,1066
18,564
18,503
18,800
18,1070
18,2523
18,1058
18,576
18,1090
18,300
18,1191
18,1106
18,279
18,1751
18,1482
18,963
18,841
18,1139
18,1853
18,3080
18,106
18,568
18,1527
18,2779
18,1209
18,1264
18,1363
18,2345
18,2503
18,936
18,2888
18,557
18,2356
18,444
18,1418
18,165
18,247
18,2658
18,562
18,1370
18,286
18,143
18,2733
18,1074
18,808
18,2364
18,1338
18,2091
18,1456
18,967
18,1108
18,790
18,3275
18,50
18,246
18,807
18,1043
18,2645
18,1134
18,2822
18,948
18,3288
18,2314
18,563
18,758
18,1039
18,1419
18,401
18,2426
18,1683
18,2331
19,1956
19,1043
19,2303
19,1751
19,212
19,2382
19,2386
19,3306
19,3179
19,2350
19,2379
19,3220
19,2182
19,2194
19,3340
19,2364
19,2766
19,2645
19,3377
19,246
19,1041
19,1113
19,1055
19,1645
19,1206
19,1435
19,456
19,1204
19,1189
19,701
19,1208
19,993
19,1735
19,1370
19,2805
19,1367
19,1734
19,1134
19,1050
19,1458
19,1641
19,2193
19,140
19,1399
19,1482
19,521
19,632
19,2020
19,1421
19,2231
19,2821
19,3333
20,2577
20,487
20,456
20,300
20,2523
20,1482
20,505
20,500
20,1970
20,1690
20,2142
20,337
20,568
20,1422
20,1464
20,151
20,2017
20,430
20,2820
20,755
20,2897
20,1565
20,93
20,2891
20,2013
20,1641
20,1150
20,1223
20,1108
20,447
20,1802
20,973
20,358
20,73
20,2164
20,1867
20,2036
20,2471
20,238
20,158
20,197
20,113
20,2849
20,1224
20,1102
20,1692
20,3132
20,2047
20,3148
20,7
20,1734
20,997
20,1212
20,3296
20,2231
20,1743
20,3108
20,1083
20,1460
20,61
20,2578
20,388
20,1397
20,2805
20,359
20,1376
20,5
20,2734
20,721
20,2569
20,1685
20,2981
20,2980
20,2009
20,2750
20,1946
20,2753
20,3054
20,2937
20,3183
20,2106
20,2839
20,475
20,2895
20,2801
20,2104
20,2219
20,3112
20,957
20,790
20,1026
20,188
20,1603
20,16
20,3212
20,45
20,3276
20,574
20,342
20,1276
20,1964
20,1532
21,758
21,283
21,1091
21,1093
21,2523
21,3318
21,839
21,2610
21,1125
21,1095
21,3048
21,801
21,810
21,1406
21,517
21,1787
21,1110
21,818
21,2984
21,1907
21,3273
21,2684
21,798
21,835
21,1119
21,804
21,1988
21,1027
21,843
21,998
21,2655
21,793
21,1224
21,786
21,1137
21,2691
21,246
21,1895
21,970
21,948
21,811
21,1081
21,800
21,1062
21,3078
21,796
21,1052
21,300
21,859
21,814
21,1097
21,1105
21,1043
21,1049
22,1134
22,1042
22,1055
22,2571
22,2580
22,1041
22,246
22,807
22,792
22,1090
22,300
22,1120
22,842
22,1069
22,1127
22,1074
22,2749
22,1070
22,2279
22,786
22,1043
22,1720
22,1059
22,1743
22,1045
22,2431
22,2655
22,1217
22,2091
22,2239
22,750
22,3153
22,315
22,816
22,1121
22,50
22,1339
22,818
22,998
22,1108
22,276
22,1951
22,790
22,576
22,2093
22,1238
22,1114
22,1128
22,1482
22,3261
22,2958
22,699
22,1680
22,1981
22,1087
22,1692
22,39
22,1026
22,2017
22,794
22,2609
22,1442
22,2523
22,526
22,3377
22,2331
22,804
22,503
22,800
22,1853
23,2754
23,1543
23,246
23,2061
23,758
23,300
23,2335
23,50
23,1070
23,1049
23,958
23,1105
23,1043
23,918
23,1059
23,1217
23,2220
23,1147
23,1083
23,561
23,1041
23,1130
23,2606
23,1067
23,106
23,1065
23,3020
23,1678
23,2715
23,2578
23,2611
23,2336
23,3133
23,3291
23,3340
23,2182
23,271
23,3314
23,456
23,334
23,3328
23,2649
23,2651
23,2101
23,2218
23,578
23,1836
23,3234
23,2098
23,666
23,3418
23,3228
24,970
24,2234
24,3517
24,300
24,17
24,503
24,564
24,1751
24,1406
24,923
24,2523
24,50
24,1023
24,2431
24,2655
24,2257
24,2358
24,561
24,1108
24,1061
24,3523
24,3159
25,845
25,2061
25,3279
25,1055
25,3113
25,456
25,605
25,839
25,3265
25,993
25,2331
25,1856
25,849
25,1113
25,2748
25,1078
25,1042
25,2386
25,2678
25,1150
25,1108
25,2580
25,2691
25,835
25,1147
25,798
25,1723
25,948
25,1445
25,1102
25,793
25,3011
25,2740
25,1998
25,1801
25,2416
25,2050
25,1140
25,1895
25,337
25,1661
25,1112
25,1799
25,338
25,2118
25,1370
25,3072
25,1948
25,843
25,1724
25,416
25,786
25,2693
25,3261
25,3122
25,1927
25,821
25,2983
25,3012
25,2066
25,2682
25,989
25,2000
25,2102
25,2597
25,2964
25,2881
25,3130
26,2725
26,2753
26,3338
26,2523
26,47
26,3370
26,252
26,3161
26,1743
26,961
26,2618
26,32
26,2431
26,1053
26,3371
26,1139
26,1093
26,1829
26,2732
26,564
26,674
26,1191
26,276
26,576
26,233
26,561
26,450
26,2797
27,2753
27,1055
27,1041
27,1070
27,564
27,300
27,576
27,1043
27,758
27,792
27,2523
27,807
27,2721
27,1720
27,107
27,998
27,2982
27,791
27,3323
27,796
27,1217
27,246
27,818
27,1733
27,1064
27,1058
27,625
27,3272
27,2460
27,1112
27,812
27,1059
27,2431
27,2963
27,1102
27,1677
27,1680
27,1083
27,2606
27,1106
27,1053
27,3157
27,1685
27,802
27,2307
27,2318
27,1109
27,407
27,1051
27,2220
27,1456
27,2335
27,2725
27,857
27,967
27,1915
27,1134
27,1880
27,965
27,917
27,991
27,1925
27,358
27,1190
27,1177
27,959
27,1791
27,3105
27,2010
27,563
27,1717
27,2517
27,2150
27,952
27,2890
27,1189
27,2754
27,1836
27,3230
27,2578
27,2048
27,484
27,2905
27,326
27,2086
27,2239
27,1724
27,1325
27,3031
27,1490
27,3001
27,430
27,456
27,2320
27,2321
27,2323
27,973
27,3425
27,1204
27,1792
27,2336
27,994
27,901
27,2878
27,1536
27,2867
27,989
27,1173
27,3410
27,969
27,1732
27,1066
27,1039
27,3104
27,2536
27,1143
27,841
27,3080
27,3133
27,1101
27,3048
27,561
27,2324
27,1045
27,1899
27,1113
27,1904
27,2797
27,2610
27,1067
27,1167
27,1532
27,2464
27,140
27,1679
27,1881
27,1206
27,2609
27,2338
27,47
27,1089
27,1399
27,1839
27,2322
27,1970
27,2251
27,1176
27,975
27,2603
27,330
27,1374
27,530
27,2386
27,962
27,2649
27,1706
27,910
27,3234
27,3151
27,1612
27,2762
27,1035
27,970
27,1046
27,1052
27,1078
27,837
27,2288
27,1191
27,2984
27,554
27,1987
27,1096
27,1144
27,1723
27,1115
27,819
27,3206
27,2675
27,3111
27,3418
27,2641
27,2983
27,2847
27,940
27,957
27,1419
27,450
27,2757
27,2162
27,558
27,36
27,1566
27,2314
27,3113
27,1830
27,2651
27,2243
27,1496
27,1172
28,2127
28,1490
28,970
28,674
28,1003
28,2523
28,1113
28,1
28,2020
28,2580
28,1102
28,2386
28,1121
28,1951
28,34
28,2740
28,2981
28,1128
28,1150
28,1042
28,821
28,1865
28,2756
28,1692
28,2460
28,2577
28,1723
28,1647
28,1532
28,1312
28,417
28,2371
28,910
28,39
28,1830
28,2000
28,2464
28,11
28,2345
28,2101
28,3063
28,1423
28,1802
28,1724
28,2739
28,1101
28,1720
28,1064
28,1217
28,3105
28,1717
28,2380
28,300
28,1052
28,1041
28,2025
28,1482
28,807
28,3142
28,3116
28,3022
28,3192
28,2473
28,3037
28,3448
28,2066
28,952
28,2687
28,1895
28,2693
28,3189
28,1854
28,1866
28,3130
28,1963
28,2111
28,2108
28,2461
28,964
28,2465
28,2070
28,2173
28,2463
28,1223
28,2091
28,17
28,1462
28,1990
28,515
28,211
28,337
28,559
28,568
28,334
28,2119
28,1502
28,2258
28,473
28,1567
28,744
28,2266
28,320
28,1264
28,519
28,1491
28,646
28,574
28,972
28,1294
28,525
28,2552
28,2179
28,2891
29,1567
29,790
29,1043
29,1942
29,734
29,2355
29,2735
29,2523
29,2091
29,39
29,1143
29,1019
29,1131
29,1062
29,1031
29,1070
29,3275
29,2743
29,3289
29,2588
29,2009
29,988
29,3183
29,1094
29,2402
29,2684
29,3076
29,1090
29,3071
29,1673
29,144
29,2628
29,3372
29,3064
29,895
29,2401
29,1669
29,1742
29,1670
29,3451
29,859
29,1137
29,998
29,953
29,1074
29,1121
29,1135
29,3261
29,1941
29,2985
29,1109
29,1126
29,3271
29,1046
29,2613
29,1998
29,2001
29,807
29,910
29,833
29,2528
29,787
29,806
29,1808
29,3154
29,1212
29,1809
29,1095
29,792
29,796
29,853
29,576
29,1107
29,1112
29,1191
29,2257
29,2261
29,800
29,2801
29,117
29,279
29,1041
29,2979
29,1988
29,717
29,967
29,17
29,1688
29,975
29,1245
29,1482
29,841
29,2594
29,2713
29,3338
29,3168
29,3433
29,1003
29,2364
29,857
29,28
29,799
29,2378
29,1042
29,803
29,1055
29,744
29,1821
29,1892
29,1500
29,646
29,2080
29,3292
29,798
29,2740
30,2345
30,1953
30,1746
30,1113
30,2930
30,970
30,2371
30,1
30,2854
30,1633
30,2359
30,2050
30,1232
30,2376
30,2523
30,991
30,2356
30,2370
30,2927
30,212
30,2392
30,2128
30,2231
30,2279
30,2282
30,221
30,2618
30,2265
30,3179
30,2822
30,706
30,2430
30,3220
30,2182
30,3340
30,2431
30,2733
30,2090
30,2373
30,2823
30,2766
30,2432
30,2365
30,3333
30,2645
30,3377
30,1993
30,1858
30,560
30,1802
30,561
30,2257
30,1435
30,1374
30,456
30,32
30,1226
30,1370
30,1189
30,1603
30,1333
30,701
30,1367
30,1634
30,1458
30,242
30,1815
30,3286
30,186
30,162
30,1093
30,47
30,2009
30,526
30,30
30,605
30,3443
30,3404
30,3369
30,3526
30,2632
30,1087
30,3110
30,998
30,3418
30,3037
30,2725
30,1019
30,34
30,2981
30,220
30,2691
30,3132
30,2689
30,1951
30,1121
30,952
30,2713
30,2460
30,1946
30,2580
30,2047
30,1102
30,1325
30,21
30,2577
30,1799
30,2466
30,1445
30,2386
30,1647
30,1723
30,2889
30,1786
30,3157
30,1687
30,2693
30,1692
30,3261
30,337
30,1423
30,11
30,1299
30,361
30,2706
30,568
30,1948
30,1876
30,1821
30,2101
30,2119
30,2937
30,559
30,2887
30,1270
30,755
30,2066
30,1363
30,2897
30,1866
30,2113
30,425
30,2739
30,997
30,134
30,3301
30,476
30,3131
30,1292
30,2164
30,646
30,1092
30,500
30,3111
30,1223
30,2127
30,1561
30,1035
30,232
30,3118
30,800
30,1077
30,1041
30,503
30,1751
30,2840
30,1142
30,1045
30,1053
30,2631
30,963
30,1115
30,857
30,106
30,1684
30,1055
30,951
30,1235
30,2554
30,151
30,967
30,604
30,3061
30,2719
30,1376
30,442
30,1119
30,1785
30,1042
30,1108
30,3315
30,1150
30,2578
30,709
30,2088
30,1393
30,576
30,564
30,1191
30,1059
30,812
30,1406
30,433
30,1083
30,764
30,2797
30,450
30,2086
30,1399
30,1977
30,3156
30,1987
30,2626
30,1456
30,358
30,3133
30,330
30,1839
30,6
30,217
30,430
30,965
30,2753
30,1202
30,2433
30,2890
30,3349
30,666
30,154
30,2230
30,1779
30,10
30,1546
30,2048
30,1427
30,155
30,2030
30,1491
30,3022
30,1636
30,246
30,517
30,1043
30,758
30,918
30,530
30,1678
30,1915
30,1107
30,2220
30,3291
30,973
30,2314
30,563
30,2756
30,1206
30,3230
30,2610
30,3177
30,1724
